uuid,pedestrian_entrance_uuid,geometry
walkway_7094,pedestrian_2533109192,Point (126.9863033 37.4911732)
walkway_7095,pedestrian_3827169867,Point (127.0303015 37.4858686)
walkway_7096,pedestrian_3827671767,Point (127.020102 37.5049428)
walkway_7097,pedestrian_1696934758,Point (126.9929782 37.4860655)
walkway_7098,pedestrian_2655442263,Point (127.0184474 37.4850894)
walkway_7099,pedestrian_6225367829,Point (127.0196333 37.5106465)
walkway_7100,pedestrian_4185835029,Point (126.9961644 37.4823227)
walkway_7101,pedestrian_1430674306,Point (127.0104219 37.4838784)
walkway_7102,pedestrian_1430655016,Point (127.0249291 37.5017754)
walkway_7103,pedestrian_3030832644,Point (127.0100052 37.491878)
walkway_7104,pedestrian_8703399729,Point (127.0118823 37.4875466)
walkway_7105,pedestrian_4185835029,Point (126.9961644 37.4823227)
walkway_7106,pedestrian_2295372338,Point (127.019529 37.4944069)
walkway_7107,pedestrian_4101372798,Point (126.9839613 37.479886)
walkway_7108,pedestrian_1965713723,Point (127.0142296 37.486372)
walkway_7109,pedestrian_1696934741,Point (126.9950303 37.4841061)
walkway_7110,pedestrian_3827169931,Point (127.0325405 37.4863174)
walkway_7111,pedestrian_2624211609,Point (126.9891948 37.4932309)
walkway_7112,pedestrian_7888195567,Point (127.0079767 37.4917159)
walkway_7113,pedestrian_6789544587,Point (127.0189822 37.4626693)
walkway_7114,pedestrian_8486814112,Point (126.9859881 37.4872288)
walkway_7115,pedestrian_2477340264,Point (127.0218367 37.5084056)
walkway_7116,pedestrian_3634017624,Point (127.0156209 37.4566268)
walkway_7117,pedestrian_8489456681,Point (127.0184803 37.5145541)
walkway_7118,pedestrian_3827338154,Point (127.0101966 37.491497)
walkway_7119,pedestrian_3825549661,Point (127.02974 37.4912602)
walkway_7120,pedestrian_2655472822,Point (127.0154456 37.4864158)
walkway_7121,pedestrian_3827338128,Point (127.0079924 37.4895122)
walkway_7122,pedestrian_3804191246,Point (126.983813 37.4906592)
walkway_7123,pedestrian_5237800474,Point (127.0238612 37.5033805)
walkway_7124,pedestrian_2295372337,Point (127.019316 37.4948209)
walkway_7125,pedestrian_9621002233,Point (127.0290503 37.492678)
walkway_7126,pedestrian_2624211522,Point (126.9879224 37.4967668)
walkway_7127,pedestrian_3827671856,Point (127.0221136 37.5074187)
walkway_7128,pedestrian_12062647538,Point (127.0194307 37.503183)
walkway_7129,pedestrian_4946614556,Point (127.0260778 37.4992455)
walkway_7130,pedestrian_1696934661,Point (126.9877348 37.4773892)
walkway_7131,pedestrian_4185879872,Point (126.9926751 37.4816991)
walkway_7132,pedestrian_3827338154,Point (127.0101966 37.491497)
walkway_7133,pedestrian_3827548039,Point (127.0147246 37.4922607)
walkway_7134,pedestrian_1430655023,Point (127.023977 37.5014947)
walkway_7135,pedestrian_4184618609,Point (127.0426606 37.4698957)
walkway_7136,pedestrian_3796948936,Point (126.9989685 37.4977635)
walkway_7137,pedestrian_3827257155,Point (127.0214572 37.4857688)
walkway_7138,pedestrian_3827170276,Point (127.0316269 37.4870324)
walkway_7139,pedestrian_2511519005,Point (126.9915519 37.4883442)
walkway_7140,pedestrian_1696934728,Point (126.9951485 37.4827176)
walkway_7141,pedestrian_1925498589,Point (127.0393318 37.4737445)
walkway_7142,pedestrian_600377805,Point (127.017289 37.5177416)
walkway_7143,pedestrian_3242832581,Point (127.0082199 37.489053)
walkway_7144,pedestrian_5237800497,Point (127.0237328 37.5036419)
walkway_7145,pedestrian_1858938797,Point (127.036278 37.4752858)
walkway_7146,pedestrian_3827170303,Point (127.0267984 37.4874932)
walkway_7147,pedestrian_2509978764,Point (126.9915271 37.4910431)
walkway_7148,pedestrian_3827547993,Point (127.0135559 37.4905388)
walkway_7149,pedestrian_4181527978,Point (127.0189489 37.5109787)
walkway_7150,pedestrian_2477335639,Point (127.0187259 37.5093288)
walkway_7151,pedestrian_4101372588,Point (126.9833508 37.4805276)
walkway_7152,pedestrian_2622713683,Point (126.9983333 37.4977959)
walkway_7153,pedestrian_4634856397,Point (127.0263487 37.4682442)
walkway_7154,pedestrian_1430655022,Point (127.0255526 37.5005219)
walkway_7155,pedestrian_1694782828,Point (127.0379907 37.4818634)
walkway_7156,pedestrian_1430655025,Point (127.025121 37.5003884)
walkway_7157,pedestrian_3827548459,Point (127.0174313 37.4932165)
walkway_7158,pedestrian_3030832644,Point (127.0100052 37.491878)
walkway_7159,pedestrian_1696934717,Point (126.9964967 37.4818002)
walkway_7160,pedestrian_3690640323,Point (127.030474 37.4879069)
walkway_7161,pedestrian_1430655021,Point (127.0245976 37.5002326)
walkway_7162,pedestrian_3827257152,Point (127.0170569 37.4856361)
walkway_7163,pedestrian_3827338133,Point (127.0052874 37.4896699)
walkway_7164,pedestrian_12062647669,Point (127.0133413 37.4955014)
walkway_7165,pedestrian_2477340277,Point (127.020835 37.5040719)
walkway_7166,pedestrian_600377821,Point (127.0180668 37.5165238)
walkway_7167,pedestrian_11641428830,Point (127.0049052 37.5060735)
walkway_7168,pedestrian_4865811287,Point (127.0399672 37.4686621)
walkway_7169,pedestrian_2103868103,Point (126.9928575 37.4888702)
walkway_7170,pedestrian_1430679917,Point (127.0132216 37.4838531)
walkway_7171,pedestrian_7888195567,Point (127.0079767 37.4917159)
walkway_7172,pedestrian_7888195567,Point (127.0079767 37.4917159)
walkway_7173,pedestrian_8489456681,Point (127.0184803 37.5145541)
walkway_7174,pedestrian_2477364474,Point (127.0181907 37.5096548)
walkway_7175,pedestrian_2623456310,Point (126.9942079 37.4894255)
walkway_7176,pedestrian_1696934728,Point (126.9951485 37.4827176)
walkway_7177,pedestrian_8487650045,Point (127.0121053 37.4917045)
walkway_7178,pedestrian_3825549699,Point (127.0272275 37.4959695)
walkway_7179,pedestrian_11744211931,Point (127.0582293 37.4441897)
walkway_7180,pedestrian_2655442263,Point (127.0184474 37.4850894)
walkway_7181,pedestrian_3827338117,Point (127.0138384 37.4889285)
walkway_7182,pedestrian_1925498924,Point (127.0393355 37.4771186)
walkway_7183,pedestrian_8489505876,Point (127.0180409 37.5127366)
walkway_7184,pedestrian_927740142,Point (127.0491365 37.4720985)
walkway_7185,pedestrian_3827671856,Point (127.0221136 37.5074187)
walkway_7186,pedestrian_3827547993,Point (127.0135559 37.4905388)
walkway_7187,pedestrian_3690640295,Point (127.0307497 37.4873162)
walkway_7188,pedestrian_9657790305,Point (127.029404 37.486286)
walkway_7189,pedestrian_2623317259,Point (127.0024984 37.5003272)
walkway_7190,pedestrian_4184618605,Point (127.0427868 37.468963)
walkway_7191,pedestrian_4184399722,Point (127.0358884 37.4838815)
walkway_7192,pedestrian_3827258462,Point (127.0148442 37.4860075)
walkway_7193,pedestrian_1685579601,Point (126.9825838 37.4805601)
walkway_7194,pedestrian_4309768669,Point (126.9850479 37.4875528)
walkway_7195,pedestrian_436844267,Point (126.9854671 37.4965596)
walkway_7196,pedestrian_4184585496,Point (127.0426695 37.4673348)
walkway_7197,pedestrian_4181527979,Point (127.0185658 37.5118019)
walkway_7198,pedestrian_3827257155,Point (127.0214572 37.4857688)
walkway_7199,pedestrian_3825549661,Point (127.02974 37.4912602)
walkway_7200,pedestrian_9284678873,Point (127.0550061 37.4483264)
walkway_7201,pedestrian_1430655025,Point (127.025121 37.5003884)
walkway_7202,pedestrian_9602018607,Point (127.015368 37.4885284)
walkway_7203,pedestrian_1685716300,Point (126.9824315 37.4782949)
walkway_7204,pedestrian_9798531669,Point (127.0064807 37.5040394)
walkway_7205,pedestrian_9798531669,Point (127.0064807 37.5040394)
walkway_7206,pedestrian_9798531669,Point (127.0064807 37.5040394)
walkway_7207,pedestrian_3827548050,Point (127.0134891 37.4928032)
walkway_7208,pedestrian_3827258464,Point (127.0226379 37.4861355)
walkway_7209,pedestrian_2429722055,Point (127.0176657 37.5129527)
walkway_7210,pedestrian_600377821,Point (127.0180668 37.5165238)
walkway_7211,pedestrian_1430655022,Point (127.0255526 37.5005219)
walkway_7212,pedestrian_3153680561,Point (127.0121703 37.4939181)
walkway_7213,pedestrian_9621002233,Point (127.0290503 37.492678)
walkway_7214,pedestrian_2477340278,Point (127.021528 37.5054239)
walkway_7215,pedestrian_6337148391,Point (127.0304632 37.4845759)
walkway_7216,pedestrian_8489061223,Point (127.0124046 37.5101384)
walkway_7217,pedestrian_4185834992,Point (126.9925818 37.4859042)
walkway_7218,pedestrian_1696934728,Point (126.9951485 37.4827176)
walkway_7219,pedestrian_2622713694,Point (126.9983813 37.4986412)
walkway_7220,pedestrian_3827257147,Point (127.0159582 37.4855435)
walkway_7221,pedestrian_2622810001,Point (126.9976503 37.4978263)
walkway_7222,pedestrian_3827548036,Point (127.0167486 37.4921725)
walkway_7223,pedestrian_1925499022,Point (127.0402147 37.478122)
walkway_7224,pedestrian_3827548050,Point (127.0134891 37.4928032)
walkway_7225,pedestrian_3827548492,Point (127.0146039 37.496056)
walkway_7226,pedestrian_1696934760,Point (126.9910305 37.4868465)
walkway_7227,pedestrian_4184618641,Point (127.0421907 37.475479)
walkway_7228,pedestrian_3827257101,Point (127.0183004 37.4833759)
walkway_7229,pedestrian_2861309346,Point (127.0175823 37.5148582)
walkway_7230,pedestrian_3827170257,Point (127.032414 37.4867066)
walkway_7231,pedestrian_3827548492,Point (127.0146039 37.496056)
walkway_7232,pedestrian_8489505876,Point (127.0180409 37.5127366)
walkway_7233,pedestrian_4865882606,Point (127.0383491 37.4783279)
walkway_7234,pedestrian_2295372311,Point (127.014109 37.4913073)
walkway_7235,pedestrian_12061684193,Point (127.0234415 37.5026618)
walkway_7236,pedestrian_8489498313,Point (127.0135429 37.4890911)
walkway_7237,pedestrian_3817646123,Point (126.9977241 37.4986815)
walkway_7238,pedestrian_1925498914,Point (127.0368538 37.4769532)
walkway_7239,pedestrian_1685686555,Point (126.9838728 37.4778008)
walkway_7240,pedestrian_3011650433,Point (127.0450537 37.4753696)
walkway_7241,pedestrian_4309936850,Point (127.0424364 37.4806113)
walkway_7242,pedestrian_2861578314,Point (127.0188852 37.5137216)
walkway_7243,pedestrian_9691296210,Point (127.0371411 37.4618966)
walkway_7244,pedestrian_3827338159,Point (127.0110013 37.4921785)
walkway_7245,pedestrian_2388037859,Point (127.0139675 37.4921691)
walkway_7246,pedestrian_3827548053,Point (127.0162545 37.4928658)
walkway_7247,pedestrian_3827170312,Point (127.0271096 37.4878129)
walkway_7248,pedestrian_1430655023,Point (127.023977 37.5014947)
walkway_7249,pedestrian_2655409196,Point (127.0210817 37.4855006)
walkway_7250,pedestrian_3690640321,Point (127.0301884 37.4884991)
walkway_7251,pedestrian_3040833070,Point (127.0103155 37.4876904)
walkway_7252,pedestrian_4865811265,Point (127.0409834 37.4676665)
walkway_7253,pedestrian_2622713683,Point (126.9983333 37.4977959)
walkway_7254,pedestrian_9892111606,Point (127.0196936 37.5147371)
walkway_7255,pedestrian_9608955236,Point (127.0280762 37.4883462)
walkway_7256,pedestrian_11034183379,Point (127.0246877 37.5034404)
walkway_7257,pedestrian_1925498963,Point (127.0380251 37.4774155)
walkway_7258,pedestrian_3222437349,Point (127.007737 37.4900098)
walkway_7259,pedestrian_3154300017,Point (127.0080227 37.4940929)
walkway_7260,pedestrian_600377797,Point (127.0179415 37.5172488)
walkway_7261,pedestrian_2624566095,Point (126.988803 37.4921395)
walkway_7262,pedestrian_4185835029,Point (126.9961644 37.4823227)
walkway_7263,pedestrian_3804191210,Point (126.9829204 37.4888046)
walkway_7264,pedestrian_9787414078,Point (127.0030326 37.5042621)
walkway_7265,pedestrian_2295372311,Point (127.014109 37.4913073)
walkway_7266,pedestrian_1694782585,Point (127.0410708 37.4798659)
walkway_7267,pedestrian_7996340644,Point (127.0168358 37.4841266)
walkway_7268,pedestrian_4101372796,Point (126.9845484 37.4804873)
walkway_7269,pedestrian_9787414078,Point (127.0030326 37.5042621)
walkway_7270,pedestrian_3825549669,Point (127.0280194 37.4943002)
walkway_7271,pedestrian_8489592929,Point (127.0192198 37.4959267)
walkway_7272,pedestrian_1694783484,Point (127.0380677 37.4836762)
walkway_7273,pedestrian_1950794551,Point (127.0054915 37.5000068)
walkway_7274,pedestrian_9006688701,Point (126.9912102 37.4839709)
walkway_7275,pedestrian_4184618645,Point (127.048049 37.4737342)
walkway_7276,pedestrian_2624566125,Point (126.9925343 37.4879978)
walkway_7277,pedestrian_9608955286,Point (127.0300368 37.489199)
walkway_7278,pedestrian_1950794551,Point (127.0054915 37.5000068)
walkway_7279,pedestrian_3089166481,Point (127.0090535 37.4872993)
walkway_7280,pedestrian_1430655023,Point (127.023977 37.5014947)
walkway_7281,pedestrian_436844267,Point (126.9854671 37.4965596)
walkway_7282,pedestrian_6337030226,Point (127.0314428 37.487728)
walkway_7283,pedestrian_11431861656,Point (127.013663 37.4810425)
walkway_7284,pedestrian_4185835025,Point (126.9942966 37.4811522)
walkway_7285,pedestrian_1685579601,Point (126.9825838 37.4805601)
walkway_7286,pedestrian_8489456681,Point (127.0184803 37.5145541)
walkway_7287,pedestrian_4184585505,Point (127.0420988 37.4679231)
walkway_7288,pedestrian_3827547999,Point (127.0120304 37.4910981)
walkway_7289,pedestrian_2386012695,Point (127.0138554 37.4887493)
walkway_7290,pedestrian_9621002233,Point (127.0290503 37.492678)
walkway_7291,pedestrian_2622767638,Point (127.0021197 37.4985313)
walkway_7292,pedestrian_4184618605,Point (127.0427868 37.468963)
walkway_7293,pedestrian_12061668098,Point (127.0118276 37.5024663)
walkway_7294,pedestrian_1965713727,Point (127.0139583 37.4881672)
walkway_7295,pedestrian_2655442263,Point (127.0184474 37.4850894)
walkway_7296,pedestrian_9608955285,Point (127.0301481 37.4889765)
walkway_7297,pedestrian_4313336484,Point (127.0812772 37.4570423)
walkway_7298,pedestrian_3011650446,Point (127.0426309 37.4752828)
walkway_7299,pedestrian_4185920067,Point (126.9887881 37.4783429)
walkway_7300,pedestrian_2624211471,Point (127.0027307 37.4970214)
walkway_7301,pedestrian_1925498969,Point (127.0411979 37.4775741)
walkway_7302,pedestrian_3011650451,Point (127.0476582 37.473496)
walkway_7303,pedestrian_4634856421,Point (127.0237147 37.4712669)
walkway_7304,pedestrian_2477374748,Point (127.0197652 37.5096448)
walkway_7305,pedestrian_9608955329,Point (127.0291235 37.4929408)
walkway_7306,pedestrian_2863416048,Point (127.0461206 37.4720774)
walkway_7307,pedestrian_1685686424,Point (126.9860261 37.4847981)
walkway_7308,pedestrian_11744211912,Point (127.0569137 37.4464355)
walkway_7309,pedestrian_3112174493,Point (127.0153218 37.4948806)
walkway_7310,pedestrian_2533109205,Point (126.9837773 37.4939645)
walkway_7311,pedestrian_2533109205,Point (126.9837773 37.4939645)
walkway_7312,pedestrian_436844267,Point (126.9854671 37.4965596)
walkway_7313,pedestrian_2624211585,Point (126.9893352 37.4930117)
walkway_7314,pedestrian_7508825240,Point (127.0384877 37.4824422)
walkway_7315,pedestrian_8486755396,Point (126.9864009 37.4933478)
walkway_7316,pedestrian_3827169469,Point (127.0304318 37.4847141)
walkway_7317,pedestrian_3827548043,Point (127.0115625 37.4923488)
walkway_7318,pedestrian_4184618643,Point (127.0454085 37.4750453)
walkway_7319,pedestrian_4894927245,Point (127.0213744 37.5028784)
walkway_7320,pedestrian_1858938826,Point (127.0365085 37.4756263)
walkway_7321,pedestrian_8489456684,Point (127.0178835 37.5149529)
walkway_7322,pedestrian_2386012696,Point (127.0145164 37.4890034)
walkway_7323,pedestrian_3827548031,Point (127.0115517 37.4919025)
walkway_7324,pedestrian_4313358860,Point (127.0760304 37.4527421)
walkway_7325,pedestrian_3827337508,Point (127.0096961 37.4837398)
walkway_7326,pedestrian_4185991288,Point (126.9833999 37.4821705)
walkway_7327,pedestrian_1430655021,Point (127.0245976 37.5002326)
walkway_7328,pedestrian_4894927245,Point (127.0213744 37.5028784)
walkway_7329,pedestrian_11431861637,Point (127.0001843 37.4779404)
walkway_7330,pedestrian_1685686419,Point (126.9852062 37.4773714)
walkway_7331,pedestrian_1685686496,Point (126.9844437 37.4856644)
walkway_7332,pedestrian_11744211944,Point (127.0561513 37.4471338)
walkway_7333,pedestrian_2623456310,Point (126.9942079 37.4894255)
walkway_7334,pedestrian_4185834989,Point (126.9919109 37.4842521)
walkway_7335,pedestrian_2624211595,Point (126.9871338 37.4921349)
walkway_7336,pedestrian_1905595277,Point (126.9837106 37.4862329)
walkway_7337,pedestrian_12062647671,Point (127.013616 37.4943509)
walkway_7338,pedestrian_3827338133,Point (127.0052874 37.4896699)
walkway_7339,pedestrian_3825549699,Point (127.0272275 37.4959695)
walkway_7340,pedestrian_7508825241,Point (127.0380985 37.4845499)
walkway_7341,pedestrian_4184618649,Point (127.0448735 37.4731301)
walkway_7342,pedestrian_9608955329,Point (127.0291235 37.4929408)
walkway_7343,pedestrian_9602018683,Point (127.0166016 37.4889083)
walkway_7344,pedestrian_2533109206,Point (126.9828711 37.4939988)
walkway_7345,pedestrian_1925498601,Point (127.0434973 37.4738008)
walkway_7346,pedestrian_3804191248,Point (126.9846275 37.4908709)
walkway_7347,pedestrian_2533109205,Point (126.9837773 37.4939645)
walkway_7348,pedestrian_4101372586,Point (126.9832092 37.4780619)
walkway_7349,pedestrian_3827258457,Point (127.0143377 37.4857559)
walkway_7350,pedestrian_8489498313,Point (127.0135429 37.4890911)
walkway_7351,pedestrian_3800720902,Point (127.0423112 37.4583856)
walkway_7352,pedestrian_3827169857,Point (127.0317599 37.4857819)
walkway_7353,pedestrian_10666222099,Point (126.9850679 37.4767765)
walkway_7354,pedestrian_4185991260,Point (126.9825704 37.4799628)
walkway_7355,pedestrian_1859565549,Point (127.0341134 37.4829618)
walkway_7356,pedestrian_2429722055,Point (127.0176657 37.5129527)
walkway_7357,pedestrian_5092061478,Point (127.0595492 37.4571518)
walkway_7358,pedestrian_7508825238,Point (127.0386773 37.4816262)
walkway_7359,pedestrian_2861309353,Point (127.0195732 37.5111674)
walkway_7360,pedestrian_3011650460,Point (127.0449153 37.4761224)
walkway_7361,pedestrian_3827548014,Point (127.011444 37.4914341)
walkway_7362,pedestrian_4185920067,Point (126.9887881 37.4783429)
walkway_7363,pedestrian_6820551904,Point (127.0347802 37.4673973)
