uuid,vehicle_entrance_uuid,geometry
vehicle_5962,localroad_436861032,Point (127.0393296 37.4756827)
vehicle_5963,localroad_9711448980,Point (127.0271562 37.4971801)
vehicle_5964,localroad_3827338133,Point (127.0052874 37.4896699)
vehicle_5965,localroad_4181527974,Point (127.0190101 37.5146394)
vehicle_5966,localroad_4101372795,Point (126.9844667 37.4793186)
vehicle_5967,localroad_8487674262,Point (127.0125511 37.4837378)
vehicle_5968,localroad_4185835029,Point (126.9961644 37.4823227)
vehicle_5969,localroad_4147053967,Point (127.0062192 37.5066146)
vehicle_5970,localroad_3827258530,Point (127.017127 37.4880777)
vehicle_5971,localroad_4184070815,Point (127.025013 37.495296)
vehicle_5972,localroad_4147053967,Point (127.0062192 37.5066146)
vehicle_5973,localroad_4101372586,Point (126.9832092 37.4780619)
vehicle_5974,localroad_2623456118,Point (126.9936017 37.4891762)
vehicle_5975,localroad_3827547993,Point (127.0135559 37.4905388)
vehicle_5976,localroad_414684605,Point (127.0211197 37.5034452)
vehicle_5977,localroad_2622713691,Point (126.9983159 37.4992582)
vehicle_5978,localroad_4944067989,Point (127.0252056 37.4989723)
vehicle_5979,localroad_3825549699,Point (127.0272275 37.4959695)
vehicle_5980,localroad_2622767637,Point (127.0043892 37.4985277)
vehicle_5981,localroad_2622767637,Point (127.0043892 37.4985277)
vehicle_5982,localroad_3804191181,Point (126.9831418 37.4874249)
vehicle_5983,localroad_3089166485,Point (127.0085866 37.4883033)
vehicle_5984,localroad_4185805754,Point (126.9959992 37.4879223)
vehicle_5985,localroad_2368063912,Point (127.0117124 37.491552)
vehicle_5986,localroad_2477340277,Point (127.020835 37.5040719)
vehicle_5987,localroad_4278630694,Point (127.0359469 37.4608203)
vehicle_5988,localroad_3827338148,Point (127.0097372 37.4906954)
vehicle_5989,localroad_2477265745,Point (127.0232241 37.505124)
vehicle_5990,localroad_2429722055,Point (127.0176657 37.5129527)
vehicle_5991,localroad_4184399721,Point (127.0378371 37.4841992)
vehicle_5992,localroad_4184618647,Point (127.0461321 37.475549)
vehicle_5993,localroad_1925498362,Point (127.0412087 37.4707459)
vehicle_5994,localroad_7888195561,Point (127.0079379 37.4914093)
vehicle_5995,localroad_2477342784,Point (127.0196083 37.5095881)
vehicle_5996,localroad_4184399721,Point (127.0378371 37.4841992)
vehicle_5997,localroad_1430655015,Point (127.0234219 37.5027062)
vehicle_5998,localroad_1685716300,Point (126.9824315 37.4782949)
vehicle_5999,localroad_436841230,Point (127.0137152 37.5151987)
vehicle_6000,localroad_2623456183,Point (126.9925379 37.4908122)
vehicle_6001,localroad_3825549669,Point (127.0280194 37.4943002)
vehicle_6002,localroad_1430655018,Point (127.0247036 37.502368)
vehicle_6003,localroad_1132502938,Point (127.0057428 37.5030062)
vehicle_6004,localroad_3825549664,Point (127.0290187 37.4927368)
vehicle_6005,localroad_4147013853,Point (127.0069491 37.5094835)
vehicle_6006,localroad_2932859104,Point (127.0182783 37.4854448)
vehicle_6007,localroad_2932859105,Point (127.0275072 37.4941516)
vehicle_6008,localroad_3825549659,Point (127.0289835 37.4910256)
vehicle_6009,localroad_3827338147,Point (127.0095933 37.4906345)
vehicle_6010,localroad_3827257147,Point (127.0159582 37.4855435)
vehicle_6011,localroad_2861578304,Point (127.0161055 37.5138361)
vehicle_6012,localroad_3112239220,Point (127.0159621 37.494921)
vehicle_6013,localroad_436844259,Point (126.98764 37.48949)
vehicle_6014,localroad_3827548013,Point (127.0127697 37.4914268)
vehicle_6015,localroad_2533109199,Point (126.9872059 37.4928685)
vehicle_6016,localroad_2533109201,Point (126.9855227 37.4939036)
vehicle_6017,localroad_3827257146,Point (127.015274 37.4854555)
vehicle_6018,localroad_2533109208,Point (126.9868818 37.4941718)
vehicle_6019,localroad_4147053967,Point (127.0062192 37.5066146)
vehicle_6020,localroad_1685686496,Point (126.9844437 37.4856644)
vehicle_6021,localroad_600377854,Point (127.018434 37.5168542)
vehicle_6022,localroad_3112865087,Point (127.0187886 37.49564)
vehicle_6023,localroad_2103868103,Point (126.9928575 37.4888702)
vehicle_6024,localroad_3825549661,Point (127.02974 37.4912602)
vehicle_6025,localroad_2533109216,Point (126.9858596 37.4953015)
vehicle_6026,localroad_4309955650,Point (127.0419222 37.4680771)
vehicle_6027,localroad_3825549669,Point (127.0280194 37.4943002)
vehicle_6028,localroad_3030832646,Point (127.0127703 37.4927197)
vehicle_6029,localroad_4184070817,Point (127.0320143 37.4863166)
vehicle_6030,localroad_3827338154,Point (127.0101966 37.491497)
vehicle_6031,localroad_9657790297,Point (127.028914 37.486291)
vehicle_6032,localroad_3825549669,Point (127.0280194 37.4943002)
vehicle_6033,localroad_4185835029,Point (126.9961644 37.4823227)
vehicle_6034,localroad_3153680561,Point (127.0121703 37.4939181)
vehicle_6035,localroad_1694782550,Point (127.040152 37.4798286)
vehicle_6036,localroad_3827548031,Point (127.0115517 37.4919025)
vehicle_6037,localroad_4184399704,Point (127.0382406 37.4832329)
vehicle_6038,localroad_2690624934,Point (127.0255187 37.4963641)
vehicle_6039,localroad_3827671782,Point (127.020103 37.5054564)
vehicle_6040,localroad_4185835029,Point (126.9961644 37.4823227)
vehicle_6041,localroad_4185816724,Point (127.0006484 37.4781149)
vehicle_6042,localroad_3827338099,Point (127.010309 37.4881639)
vehicle_6043,localroad_2281095534,Point (127.0227946 37.5039472)
vehicle_6044,localroad_4184618640,Point (127.0446341 37.4750867)
vehicle_6045,localroad_4101372802,Point (126.9826886 37.4821835)
vehicle_6046,localroad_4181527978,Point (127.0189489 37.5109787)
vehicle_6047,localroad_3804191186,Point (126.9859903 37.4875102)
vehicle_6048,localroad_4184618609,Point (127.0426606 37.4698957)
vehicle_6049,localroad_1694783484,Point (127.0380677 37.4836762)
vehicle_6050,localroad_3827608184,Point (127.0194471 37.5031026)
vehicle_6051,localroad_1685686384,Point (126.9861902 37.4833484)
vehicle_6052,localroad_3827671762,Point (127.0207417 37.5046844)
vehicle_6053,localroad_2623456127,Point (126.9939566 37.4937729)
vehicle_6054,localroad_3825549659,Point (127.0289835 37.4910256)
vehicle_6055,localroad_3827548027,Point (127.0124916 37.4918514)
vehicle_6056,localroad_3827548022,Point (127.0119095 37.4916278)
vehicle_6057,localroad_3089166477,Point (127.0082034 37.4870199)
vehicle_6058,localroad_3804191165,Point (126.9859898 37.4864885)
vehicle_6059,localroad_1905595394,Point (126.9831259 37.4846159)
vehicle_6060,localroad_3011650447,Point (127.0437191 37.4765905)
vehicle_6061,localroad_3825549661,Point (127.02974 37.4912602)
vehicle_6062,localroad_3228035791,Point (127.0357169 37.4653693)
vehicle_6063,localroad_1430655018,Point (127.0247036 37.502368)
vehicle_6064,localroad_2624211607,Point (126.9886854 37.4927529)
vehicle_6065,localroad_2509978764,Point (126.9915271 37.4910431)
vehicle_6066,localroad_3827169889,Point (127.0322377 37.4860558)
vehicle_6067,localroad_1925498917,Point (127.0361257 37.4769991)
vehicle_6068,localroad_2622810035,Point (126.9967732 37.4967439)
vehicle_6069,localroad_3827169867,Point (127.0303015 37.4858686)
vehicle_6070,localroad_3719486100,Point (126.9963022 37.4845936)
vehicle_6071,localroad_1685716284,Point (126.9823864 37.4813703)
vehicle_6072,localroad_436844264,Point (126.98677 37.49199)
vehicle_6073,localroad_436844267,Point (126.9854671 37.4965596)
vehicle_6074,localroad_3011650467,Point (127.0445676 37.475896)
vehicle_6075,localroad_600377858,Point (127.0162818 37.5157784)
vehicle_6076,localroad_3804191055,Point (126.9823242 37.4863686)
vehicle_6077,localroad_11641428829,Point (127.0048158 37.5060798)
vehicle_6078,localroad_1685686555,Point (126.9838728 37.4778008)
vehicle_6079,localroad_1925498380,Point (127.0394242 37.4708352)
vehicle_6080,localroad_3825549664,Point (127.0290187 37.4927368)
vehicle_6081,localroad_4310005495,Point (127.0124985 37.4883427)
vehicle_6082,localroad_3087683154,Point (127.0282652 37.496275)
vehicle_6083,localroad_3087683154,Point (127.0282652 37.496275)
vehicle_6084,localroad_3087683154,Point (127.0282652 37.496275)
vehicle_6085,localroad_3088864938,Point (127.0172885 37.5153735)
vehicle_6086,localroad_3112862148,Point (127.0142525 37.4956078)
vehicle_6087,localroad_4310032001,Point (127.0422716 37.4683082)
vehicle_6088,localroad_1925498380,Point (127.0394242 37.4708352)
vehicle_6089,localroad_2103868103,Point (126.9928575 37.4888702)
vehicle_6090,localroad_6205230873,Point (127.0572084 37.4435466)
vehicle_6091,localroad_4184425799,Point (127.0373999 37.4764137)
vehicle_6092,localroad_2429722066,Point (127.0200228 37.5119717)
vehicle_6093,localroad_414684605,Point (127.0211197 37.5034452)
vehicle_6094,localroad_2622713683,Point (126.9983333 37.4977959)
vehicle_6095,localroad_5091122772,Point (127.0419446 37.4595494)
vehicle_6096,localroad_5091122772,Point (127.0419446 37.4595494)
vehicle_6097,localroad_5091122772,Point (127.0419446 37.4595494)
vehicle_6098,localroad_5091122772,Point (127.0419446 37.4595494)
vehicle_6099,localroad_5091122772,Point (127.0419446 37.4595494)
vehicle_6100,localroad_1430655018,Point (127.0247036 37.502368)
vehicle_6101,localroad_600377821,Point (127.0180668 37.5165238)
vehicle_6102,localroad_436844219,Point (126.9964804 37.4832788)
vehicle_6103,localroad_1430655018,Point (127.0247036 37.502368)
vehicle_6104,localroad_2295372337,Point (127.019316 37.4948209)
vehicle_6105,localroad_1694783061,Point (127.0411615 37.4828023)
vehicle_6106,localroad_4954438710,Point (127.0141025 37.5198655)
vehicle_6107,localroad_2280678683,Point (127.0267729 37.4994695)
vehicle_6108,localroad_1905595394,Point (126.9831259 37.4846159)
vehicle_6109,localroad_3827170257,Point (127.032414 37.4867066)
vehicle_6110,localroad_3072842535,Point (127.0141375 37.4969059)
vehicle_6111,localroad_2690624934,Point (127.0255187 37.4963641)
vehicle_6112,localroad_436844221,Point (126.9950087 37.4855112)
vehicle_6113,localroad_2624566125,Point (126.9925343 37.4879978)
vehicle_6114,localroad_2690624934,Point (127.0255187 37.4963641)
vehicle_6115,localroad_3011650436,Point (127.0444167 37.4752965)
vehicle_6116,localroad_2655442263,Point (127.0184474 37.4850894)
vehicle_6117,localroad_1685686555,Point (126.9838728 37.4778008)
vehicle_6118,localroad_3572149895,Point (127.0417909 37.4693118)
vehicle_6119,localroad_4184425795,Point (127.0413746 37.4783392)
vehicle_6120,localroad_2477265735,Point (127.0236103 37.504189)
vehicle_6121,localroad_3827547987,Point (127.0146206 37.4883736)
vehicle_6122,localroad_1696934728,Point (126.9951485 37.4827176)
vehicle_6123,localroad_3817646123,Point (126.9977241 37.4986815)
vehicle_6124,localroad_4738140914,Point (127.0027094 37.5030067)
vehicle_6125,localroad_1685716300,Point (126.9824315 37.4782949)
vehicle_6126,localroad_1685686482,Point (126.9838369 37.4773717)
vehicle_6127,localroad_3827170268,Point (127.0271812 37.486832)
vehicle_6128,localroad_4944067989,Point (127.0252056 37.4989723)
vehicle_6129,localroad_4184585500,Point (127.0429963 37.4675613)
vehicle_6130,localroad_3153680761,Point (127.0116485 37.4937616)
vehicle_6131,localroad_1925498971,Point (127.0397658 37.4776097)
vehicle_6132,localroad_3011650467,Point (127.0445676 37.475896)
vehicle_6133,localroad_1694783066,Point (127.0383718 37.4829058)
vehicle_6134,localroad_414684380,Point (126.9904803 37.4927747)
vehicle_6135,localroad_1905595277,Point (126.9837106 37.4862329)
vehicle_6136,localroad_1965713692,Point (127.0138006 37.4851642)
vehicle_6137,localroad_1694783154,Point (127.0374835 37.4834119)
vehicle_6138,localroad_4888858387,Point (126.9818319 37.4783072)
vehicle_6139,localroad_4185834989,Point (126.9919109 37.4842521)
vehicle_6140,localroad_3827548043,Point (127.0115625 37.4923488)
vehicle_6141,localroad_2295372337,Point (127.019316 37.4948209)
vehicle_6142,localroad_3827258552,Point (127.0217152 37.4884959)
vehicle_6143,localroad_3827548000,Point (127.0130029 37.4911016)
vehicle_6144,localroad_2533109216,Point (126.9858596 37.4953015)
vehicle_6145,localroad_4182209836,Point (127.0218989 37.5083641)
vehicle_6146,localroad_2623456334,Point (126.9948126 37.4885431)
vehicle_6147,localroad_3827548014,Point (127.011444 37.4914341)
vehicle_6148,localroad_2533109213,Point (126.9844629 37.4951904)
vehicle_6149,localroad_3744265302,Point (127.0245751 37.4640353)
vehicle_6150,localroad_4147053967,Point (127.0062192 37.5066146)
vehicle_6151,localroad_4309803037,Point (127.0433889 37.4761937)
vehicle_6152,localroad_3153680662,Point (127.0112746 37.4943296)
vehicle_6153,localroad_3825549669,Point (127.0280194 37.4943002)
vehicle_6154,localroad_3153680664,Point (127.0091361 37.4934054)
vehicle_6155,localroad_3072843633,Point (127.0136813 37.4968278)
vehicle_6156,localroad_1685686596,Point (126.9839232 37.4787916)
vehicle_6157,localroad_2280678683,Point (127.0267729 37.4994695)
vehicle_6158,localroad_3112174493,Point (127.0153218 37.4948806)
vehicle_6159,localroad_2817764747,Point (127.0450947 37.463568)
vehicle_6160,localroad_2429722054,Point (127.0182681 37.5136053)
vehicle_6161,localroad_1430674333,Point (127.0073587 37.4826738)
vehicle_6162,localroad_2533109205,Point (126.9837773 37.4939645)
vehicle_6163,localroad_3827257116,Point (127.0238156 37.4840434)
vehicle_6164,localroad_3827257129,Point (127.0217405 37.4847457)
vehicle_6165,localroad_3827169492,Point (127.030352 37.4851377)
vehicle_6166,localroad_2817764747,Point (127.0450947 37.463568)
vehicle_6167,localroad_3825549661,Point (127.02974 37.4912602)
vehicle_6168,localroad_3355067044,Point (127.009728 37.4924628)
vehicle_6169,localroad_3827548023,Point (127.0132737 37.4916509)
vehicle_6170,localroad_8488907405,Point (127.0132354 37.4867323)
vehicle_6171,localroad_3040833069,Point (127.009838 37.4886775)
vehicle_6172,localroad_600377821,Point (127.0180668 37.5165238)
vehicle_6173,localroad_1925498403,Point (127.0454708 37.4718644)
vehicle_6174,localroad_8487674263,Point (127.0128027 37.4832275)
vehicle_6175,localroad_8487674263,Point (127.0128027 37.4832275)
vehicle_6176,localroad_3827169469,Point (127.0304318 37.4847141)
vehicle_6177,localroad_3030832646,Point (127.0127703 37.4927197)
vehicle_6178,localroad_1925498546,Point (127.0472636 37.4732847)
vehicle_6179,localroad_9914441894,Point (127.0116441 37.5082313)
vehicle_6180,localroad_2477265746,Point (127.0209998 37.5081641)
vehicle_6181,localroad_3827548050,Point (127.0134891 37.4928032)
vehicle_6182,localroad_3355067055,Point (127.0144097 37.4939599)
vehicle_6183,localroad_3804191190,Point (126.9864449 37.4877163)
vehicle_6184,localroad_3827548013,Point (127.0127697 37.4914268)
vehicle_6185,localroad_3804191181,Point (126.9831418 37.4874249)
vehicle_6186,localroad_1925498924,Point (127.0393355 37.4771186)
vehicle_6187,localroad_2655442263,Point (127.0184474 37.4850894)
vehicle_6188,localroad_2295372311,Point (127.014109 37.4913073)
vehicle_6189,localroad_4666832848,Point (126.9834948 37.4779495)
vehicle_6190,localroad_2509978199,Point (126.9921346 37.4900382)
vehicle_6191,localroad_414684605,Point (127.0211197 37.5034452)
vehicle_6192,localroad_3804191046,Point (126.9853513 37.4857721)
vehicle_6193,localroad_2861309343,Point (127.0188254 37.5152605)
vehicle_6194,localroad_1925498335,Point (127.0400061 37.4694454)
vehicle_6195,localroad_3827169956,Point (127.0317843 37.4866755)
vehicle_6196,localroad_4181527978,Point (127.0189489 37.5109787)
vehicle_6197,localroad_4147013853,Point (127.0069491 37.5094835)
vehicle_6198,localroad_3827257146,Point (127.015274 37.4854555)
vehicle_6199,localroad_4738140914,Point (127.0027094 37.5030067)
vehicle_6200,localroad_1685686424,Point (126.9860261 37.4847981)
vehicle_6201,localroad_436844215,Point (126.998817 37.4796936)
vehicle_6202,localroad_3827257094,Point (127.0188411 37.4828262)
vehicle_6203,localroad_4101372796,Point (126.9845484 37.4804873)
vehicle_6204,localroad_8489896381,Point (127.0269036 37.497806)
vehicle_6205,localroad_9717256584,Point (127.0152698 37.4927767)
vehicle_6206,localroad_600377821,Point (127.0180668 37.5165238)
vehicle_6207,localroad_3153829061,Point (127.0097687 37.4936819)
vehicle_6208,localroad_1694782799,Point (127.0424775 37.4814278)
vehicle_6209,localroad_1962358623,Point (127.0101882 37.503944)
vehicle_6210,localroad_4944067989,Point (127.0252056 37.4989723)
vehicle_6211,localroad_2623456303,Point (126.9931877 37.4910722)
vehicle_6212,localroad_3153680663,Point (127.0094331 37.4930819)
vehicle_6213,localroad_8485173586,Point (126.9822659 37.4859059)
vehicle_6214,localroad_1859712472,Point (127.0318935 37.4849111)
vehicle_6215,localroad_3355067044,Point (127.009728 37.4924628)
vehicle_6216,localroad_9693950797,Point (127.0342926 37.4621956)
vehicle_6217,localroad_4184399724,Point (127.0357379 37.4840218)
vehicle_6218,localroad_436844267,Point (126.9854671 37.4965596)
vehicle_6219,localroad_4147053967,Point (127.0062192 37.5066146)
vehicle_6220,localroad_11641428829,Point (127.0048158 37.5060798)
vehicle_6221,localroad_3827257152,Point (127.0170569 37.4856361)
vehicle_6222,localroad_1430655018,Point (127.0247036 37.502368)
vehicle_6223,localroad_9693950797,Point (127.0342926 37.4621956)
vehicle_6224,localroad_436854331,Point (127.02421 37.4969787)
vehicle_6225,localroad_3087683154,Point (127.0282652 37.496275)
vehicle_6226,localroad_4944067989,Point (127.0252056 37.4989723)
vehicle_6227,localroad_6205230871,Point (127.0562655 37.4434242)
vehicle_6228,localroad_4984575366,Point (126.9826306 37.4892375)
vehicle_6229,localroad_1685716300,Point (126.9824315 37.4782949)
vehicle_6230,localroad_1962358576,Point (127.0118431 37.4989664)
